,,Weights
"2,26",KIO,0.01107
"2,26",ISD,0.34456
"2,26",VLT,0.0
"2,26",FSD,0.05581
"2,26",GHY,0.0
"2,26",JLS,0.0
"2,26",IVH,0.0
"2,26",AIF,0.0
"2,26",HYB,0.15889
"2,26",EIC,0.00889
"2,25",PHT,0.0
"2,25",HYI,0.0
"2,25",OPP,0.0
"2,25",MCR,0.0
"2,25",CIK,0.0
"2,25",NHS,0.12529
"2,25",HIO,0.00476
"2,25",MPV,0.0
"2,25",DHY,0.0
"2,25",MCI,0.0
"2,25",AWF,0.0
"2,25",DHF,0.0013
"2,25",BGH,0.00097
"2,25",EAD,0.11347
"2,25",RA,0.0
"2,25",KIO,0.01301
"2,25",ISD,0.29301
"2,25",VLT,0.0
"2,25",FSD,0.10301
"2,25",GHY,0.0
"2,25",JLS,0.0
"2,25",IVH,0.0
"2,25",AIF,0.01063
"2,25",HYB,0.33228
"2,25",EIC,0.00228
"2,24",HYI,0.0
"2,24",OPP,0.0
"2,24",MCR,0.0
"2,24",CIK,0.0
"2,24",NHS,0.12329
"2,24",HIO,0.00277
"2,24",MPV,0.0
"2,24",DHY,0.02234
"2,24",MCI,0.0
"2,24",AWF,0.0
"2,24",DHF,0.03862
"2,24",BGH,0.0
"2,24",EAD,0.10568
"2,24",RA,0.00065
"2,24",KIO,0.03465
"2,24",ISD,0.30576
"2,24",VLT,0.0
"2,24",FSD,0.10576
"2,24",GHY,0.0
"2,24",JLS,0.0
"2,24",IVH,0.0
"2,24",AIF,0.05
"2,24",HYB,0.21024
"2,24",EIC,0.00024
"2,23",OPP,0.0
"2,23",MCR,0.0
"2,23",CIK,0.0
"2,23",NHS,0.1234
"2,23",HIO,0.00287
"2,23",MPV,0.0
"2,23",DHY,0.03186
"2,23",MCI,0.0
"2,23",AWF,0.0
"2,23",DHF,0.0381
"2,23",BGH,0.0
"2,23",EAD,0.11585
"2,23",RA,0.0
"2,23",KIO,0.03574
"2,23",ISD,0.29574
"2,23",VLT,0.0
"2,23",FSD,0.11574
"2,23",GHY,0.0
"2,23",JLS,0.0
"2,23",IVH,0.0
"2,23",AIF,0.0
"2,23",HYB,0.24035
"2,23",EIC,0.00035
"2,22",MCR,0.0
"2,22",CIK,0.0
"2,22",NHS,0.13386
"2,22",HIO,0.00333
"2,22",MPV,0.0
"2,22",DHY,0.0
"2,22",MCI,0.0
"2,22",AWF,0.0
"2,22",DHF,0.03778
"2,22",BGH,0.00273
"2,22",EAD,0.11606
"2,22",RA,0.0
"2,22",KIO,0.01379
"2,22",ISD,0.31572
"2,22",VLT,0.0
"2,22",FSD,0.11572
"2,22",GHY,0.0
"2,22",JLS,0.0
"2,22",IVH,0.0
"2,22",AIF,0.0
"2,22",HYB,0.2605
"2,22",EIC,0.0005
"2,21",CIK,0.0
"2,21",NHS,0.14121
"2,21",HIO,0.00069
"2,21",MPV,0.0
"2,21",DHY,0.0
"2,21",MCI,0.0
"2,21",AWF,0.0
"2,21",DHF,0.00163
"2,21",BGH,0.0
"2,21",EAD,0.11541
"2,21",RA,0.0
"2,21",KIO,0.00155
"2,21",ISD,0.26266
"2,21",VLT,0.0
"2,21",FSD,0.10557
"2,21",GHY,0.0
"2,21",JLS,0.0
"2,21",IVH,0.0
"2,21",AIF,0.0
"2,21",HYB,0.37064
"2,21",EIC,0.00064
"3,39",CIK,0.0001
"3,39",EHI,0.0001
"3,39",OPP,0.0001
"3,39",MPV,0.0001
"3,39",HNW,0.0
"3,39",HYI,0.01
"3,39",PHT,0.0
"3,39",GHY,0.0
"3,39",EAD,0.11
"3,39",MCR,0.0
"3,39",JHB,0.0
"3,39",FSD,0.12
"3,39",BGIO,0.0
"3,39",IHTA,0.0
"3,39",DHY,0.0
"3,39",NHS,0.18
"3,39",VLT,0.0
"3,39",IVH,0.0
"3,39",BGH,0.0
"3,39",AWF,0.0
"3,39",RA,0.0
"3,39",MCI,0.0
"3,39",DHF,0.07
"3,39",HIX,0.0
"3,39",HIO,0.0
"3,39",GGM,0.0
"3,39",JHAA,0.0
"3,39",JLS,0.0
"3,39",DMO,0.0
"3,39",ISD,0.28
"3,39",EHT,0.0
"3,39",EIC,0.0
"3,39",JCO,0.00286
"3,39",HYT,0.02
"3,39",HYB,0.07
"3,39",AIF,0.01
"3,39",IHIT,0.0
"3,39",KIO,0.05674
"3,39",CIF,0.07
"3,38",CIF,0.14019
"3,38",EHT,0.0
"3,38",JCO,0.0
"3,38",BGIO,0.0
"3,38",JHB,0.0
"3,38",IHTA,0.0
"3,38",DMO,0.0
"3,38",HYT,0.0
"3,38",HNW,0.0
"3,38",JHAA,0.0
"3,38",IHIT,0.0
"3,38",HIX,0.0
"3,38",EHI,0.0
"3,38",PHT,0.0
"3,38",HYI,0.0
"3,38",OPP,0.0
"3,38",MCR,0.0
"3,38",CIK,0.0
"3,38",NHS,0.1
"3,38",HIO,0.0
"3,38",MPV,0.0
"3,38",DHY,0.0
"3,38",MCI,0.0
"3,38",AWF,0.0
"3,38",DHF,0.0
"3,38",BGH,0.0
"3,38",EAD,0.08
"3,38",RA,0.0
"3,38",KIO,0.0
"3,38",ISD,0.24
"3,38",VLT,0.0
"3,38",FSD,0.15
"3,38",GHY,0.0
"3,38",JLS,0.0
"3,38",IVH,0.0
"3,38",AIF,0.01
"3,38",HYB,0.27981
"3,38",EIC,0.0
"3,37",EHT,0.00015
"3,37",JCO,0.00015
"3,37",BGIO,0.00015
"3,37",JHB,0.00015
"3,37",IHTA,0.00015
"3,37",DMO,0.00015
"3,37",HYT,0.01015
"3,37",HNW,0.0
"3,37",JHAA,0.0
"3,37",IHIT,0.0
"3,37",HIX,0.0
"3,37",EHI,0.0
"3,37",PHT,0.0
"3,37",HYI,0.0
"3,37",OPP,0.0
"3,37",MCR,0.0
"3,37",CIK,0.0
"3,37",NHS,0.12
"3,37",HIO,0.0
"3,37",MPV,0.0
"3,37",DHY,0.0
"3,37",MCI,0.0
"3,37",AWF,0.0
"3,37",DHF,0.0
"3,37",BGH,0.0
"3,37",EAD,0.1
"3,37",RA,0.0
"3,37",KIO,0.03
"3,37",ISD,0.3
"3,37",VLT,0.01
"3,37",FSD,0.18
"3,37",GHY,0.0
"3,37",JLS,0.0
"3,37",IVH,0.0
"3,37",AIF,0.01
"3,37",HYB,0.23892
"3,37",EIC,0.0
"3,36",JCO,0.00011
"3,36",BGIO,0.00011
"3,36",JHB,0.00011
"3,36",IHTA,0.00011
"3,36",DMO,0.00011
"3,36",HYT,0.01011
"3,36",HNW,0.0
"3,36",JHAA,0.0
"3,36",IHIT,0.0
"3,36",HIX,0.0
"3,36",EHI,0.0
"3,36",PHT,0.0
"3,36",HYI,0.0
"3,36",OPP,0.0
"3,36",MCR,0.0
"3,36",CIK,0.0
"3,36",NHS,0.12
"3,36",HIO,0.0
"3,36",MPV,0.0
"3,36",DHY,0.0
"3,36",MCI,0.0
"3,36",AWF,0.0
"3,36",DHF,0.0
"3,36",BGH,0.0
"3,36",EAD,0.1
"3,36",RA,0.0
"3,36",KIO,0.03
"3,36",ISD,0.3
"3,36",VLT,0.01
"3,36",FSD,0.18
"3,36",GHY,0.0
"3,36",JLS,0.0
"3,36",IVH,0.0
"3,36",AIF,0.01
"3,36",HYB,0.23932
"3,36",EIC,0.0
"3,35",BGIO,7e-05
"3,35",JHB,7e-05
"3,35",IHTA,7e-05
"3,35",DMO,7e-05
"3,35",HYT,0.01007
"3,35",HNW,0.0
"3,35",JHAA,0.0
"3,35",IHIT,0.0
"3,35",HIX,0.0
"3,35",EHI,0.0
"3,35",PHT,0.0
"3,35",HYI,0.0
"3,35",OPP,0.0
"3,35",MCR,0.0
"3,35",CIK,0.0
"3,35",NHS,0.12
"3,35",HIO,0.0
"3,35",MPV,0.0
"3,35",DHY,0.0
"3,35",MCI,0.0
"3,35",AWF,0.0
"3,35",DHF,0.0
"3,35",BGH,0.0
"3,35",EAD,0.1
"3,35",RA,0.0
"3,35",KIO,0.03
"3,35",ISD,0.3
"3,35",VLT,0.01
"3,35",FSD,0.18
"3,35",GHY,0.0
"3,35",JLS,0.0
"3,35",IVH,0.0
"3,35",AIF,0.01
"3,35",HYB,0.23966
"3,35",EIC,0.0
"3,34",JHB,2e-05
"3,34",IHTA,2e-05
"3,34",DMO,2e-05
"3,34",HYT,0.01002
"3,34",HNW,0.0
"3,34",JHAA,0.0
"3,34",IHIT,0.0
"3,34",HIX,0.0
"3,34",EHI,0.0
"3,34",PHT,0.0
"3,34",HYI,0.0
"3,34",OPP,0.0
"3,34",MCR,0.0
"3,34",CIK,0.0
"3,34",NHS,0.12
"3,34",HIO,0.0
"3,34",MPV,0.0
"3,34",DHY,0.0
"3,34",MCI,0.0
"3,34",AWF,0.0
"3,34",DHF,0.0
"3,34",BGH,0.0
"3,34",EAD,0.1
"3,34",RA,0.0
"3,34",KIO,0.04
"3,34",ISD,0.3
"3,34",VLT,0.01
"3,34",FSD,0.18
"3,34",GHY,0.0
"3,34",JLS,0.0
"3,34",IVH,0.0
"3,34",AIF,0.01
"3,34",HYB,0.22993
"3,34",EIC,0.0
"3,33",IHTA,0.00027
"3,33",DMO,0.00027
"3,33",HYT,0.26027
"3,33",HNW,0.0
"3,33",JHAA,0.0
"3,33",IHIT,0.0
"3,33",HIX,0.0
"3,33",EHI,0.0
"3,33",PHT,0.0
"3,33",HYI,0.0
"3,33",OPP,0.0
"3,33",MCR,0.00227
"3,33",CIK,0.00465
"3,33",NHS,0.26465
"3,33",HIO,0.0
"3,33",MPV,0.0
"3,33",DHY,0.0
"3,33",MCI,0.0
"3,33",AWF,0.0
"3,33",DHF,0.00143
"3,33",BGH,0.0
"3,33",EAD,0.09
"3,33",RA,0.0
"3,33",KIO,0.0
"3,33",ISD,0.13
"3,33",VLT,0.0
"3,33",FSD,0.03
"3,33",GHY,0.0
"3,33",JLS,0.0
"3,33",IVH,0.0
"3,33",AIF,0.0
"3,33",HYB,0.21617
"3,33",EIC,0.0
"3,32",DMO,0.00022
"3,32",HYT,0.00022
"3,32",HNW,0.00022
"3,32",JHAA,0.00022
"3,32",IHIT,0.00022
"3,32",HIX,0.00022
"3,32",EHI,0.00022
"3,32",PHT,0.00022
"3,32",HYI,0.00022
"3,32",OPP,0.00022
"3,32",MCR,0.00022
"3,32",CIK,0.00022
"3,32",NHS,0.13022
"3,32",HIO,0.00022
"3,32",MPV,0.00022
"3,32",DHY,0.00022
"3,32",MCI,0.00022
"3,32",AWF,0.00022
"3,32",DHF,0.06022
"3,32",BGH,0.00022
"3,32",EAD,0.10022
"3,32",RA,0.00022
"3,32",KIO,0.06022
"3,32",ISD,0.40022
"3,32",VLT,0.0
"3,32",FSD,0.02
"3,32",GHY,0.0
"3,32",JLS,0.0
"3,32",IVH,0.0
"3,32",AIF,0.0
"3,32",HYB,0.22477
"3,32",EIC,0.0
"3,31",HYT,0.27015
"3,31",HNW,0.00015
"3,31",JHAA,0.00015
"3,31",IHIT,0.00015
"3,31",HIX,0.00015
"3,31",EHI,0.00015
"3,31",PHT,0.00015
"3,31",HYI,0.00015
"3,31",OPP,0.00015
"3,31",MCR,0.00015
"3,31",CIK,0.00492
"3,31",NHS,0.12492
"3,31",HIO,0.00018
"3,31",MPV,0.00018
"3,31",DHY,0.00018
"3,31",MCI,0.00018
"3,31",AWF,0.00018
"3,31",DHF,0.00018
"3,31",BGH,0.00018
"3,31",EAD,0.06018
"3,31",RA,0.00018
"3,31",KIO,0.00018
"3,31",ISD,0.19018
"3,31",VLT,0.00018
"3,31",FSD,0.14018
"3,31",GHY,0.00018
"3,31",JLS,0.00018
"3,31",IVH,0.0
"3,31",AIF,0.0
"3,31",HYB,0.20593
"3,31",EIC,0.0
"3,30",HNW,8e-05
"3,30",JHAA,8e-05
"3,30",IHIT,8e-05
"3,30",HIX,8e-05
"3,30",EHI,8e-05
"3,30",PHT,8e-05
"3,30",HYI,8e-05
"3,30",OPP,8e-05
"3,30",MCR,8e-05
"3,30",CIK,8e-05
"3,30",NHS,0.12008
"3,30",HIO,8e-05
"3,30",MPV,8e-05
"3,30",DHY,8e-05
"3,30",MCI,8e-05
"3,30",AWF,8e-05
"3,30",DHF,8e-05
"3,30",BGH,8e-05
"3,30",EAD,0.10008
"3,30",RA,8e-05
"3,30",KIO,0.04008
"3,30",ISD,0.30008
"3,30",VLT,0.03008
"3,30",FSD,0.17008
"3,30",GHY,8e-05
"3,30",JLS,8e-05
"3,30",IVH,8e-05
"3,30",AIF,0.0
"3,30",HYB,0.23778
"3,30",EIC,0.0
"3,29",JHAA,0.00037
"3,29",IHIT,0.00037
"3,29",HIX,0.00037
"3,29",EHI,0.00037
"3,29",PHT,0.00037
"3,29",HYI,0.00037
"3,29",OPP,0.00037
"3,29",MCR,0.00037
"3,29",CIK,0.00037
"3,29",NHS,0.13037
"3,29",HIO,0.0
"3,29",MPV,0.0
"3,29",DHY,0.0
"3,29",MCI,0.0
"3,29",AWF,0.0
"3,29",DHF,0.0
"3,29",BGH,0.0
"3,29",EAD,0.1
"3,29",RA,0.0
"3,29",KIO,0.03
"3,29",ISD,0.29
"3,29",VLT,0.02
"3,29",FSD,0.18
"3,29",GHY,0.0
"3,29",JLS,0.0
"3,29",IVH,0.0
"3,29",AIF,0.0
"3,29",HYB,0.24631
"3,29",EIC,0.0
"3,28",IHIT,0.00029
"3,28",HIX,0.00029
"3,28",EHI,0.00029
"3,28",PHT,0.00029
"3,28",HYI,0.00029
"3,28",OPP,0.00029
"3,28",MCR,0.00029
"3,28",CIK,0.00029
"3,28",NHS,0.13029
"3,28",HIO,0.0
"3,28",MPV,0.0
"3,28",DHY,0.0
"3,28",MCI,0.0
"3,28",AWF,0.0
"3,28",DHF,0.0
"3,28",BGH,0.0
"3,28",EAD,0.1
"3,28",RA,0.0
"3,28",KIO,0.04
"3,28",ISD,0.29
"3,28",VLT,0.02
"3,28",FSD,0.18
"3,28",GHY,0.0
"3,28",JLS,0.0
"3,28",IVH,0.0
"3,28",AIF,0.0
"3,28",HYB,0.23742
"3,28",EIC,0.0
"3,27",HIX,0.00014
"3,27",EHI,0.00014
"3,27",PHT,0.00014
"3,27",HYI,0.00014
"3,27",OPP,0.00014
"3,27",MCR,0.00014
"3,27",CIK,0.00014
"3,27",NHS,0.14014
"3,27",HIO,0.0
"3,27",MPV,0.0
"3,27",DHY,0.0
"3,27",MCI,0.0
"3,27",AWF,0.0
"3,27",DHF,0.05
"3,27",BGH,0.0
"3,27",EAD,0.1
"3,27",RA,0.0
"3,27",KIO,0.06
"3,27",ISD,0.4
"3,27",VLT,0.0
"3,27",FSD,0.02
"3,27",GHY,0.0
"3,27",JLS,0.0
"3,27",IVH,0.0
"3,27",AIF,0.0
"3,27",HYB,0.22885
"3,27",EIC,0.0
"3,26",EHI,0.00044
"3,26",PHT,0.00044
"3,26",HYI,0.00044
"3,26",OPP,0.00044
"3,26",MCR,0.00044
"3,26",CIK,0.00044
"3,26",NHS,0.21044
"3,26",HIO,0.0
"3,26",MPV,0.0
"3,26",DHY,0.05
"3,26",MCI,0.0
"3,26",AWF,0.0
"3,26",DHF,0.0
"3,26",BGH,0.0
"3,26",EAD,0.09
"3,26",RA,0.0
"3,26",KIO,0.0
"3,26",ISD,0.2
"3,26",VLT,0.0
"3,26",FSD,0.11437
"3,26",GHY,0.0
"3,26",JLS,0.0
"3,26",IVH,0.0
"3,26",AIF,0.0
"3,26",HYB,0.33254
"3,26",EIC,0.0
"3,25",PHT,0.00018
"3,25",HYI,0.00018
"3,25",OPP,0.00018
"3,25",MCR,0.00018
"3,25",CIK,0.00018
"3,25",NHS,0.13018
"3,25",HIO,0.0
"3,25",MPV,0.0
"3,25",DHY,0.0
"3,25",MCI,0.0
"3,25",AWF,0.0
"3,25",DHF,0.0
"3,25",BGH,0.0
"3,25",EAD,0.1
"3,25",RA,0.0
"3,25",KIO,0.02
"3,25",ISD,0.30142
"3,25",VLT,0.02
"3,25",FSD,0.16334
"3,25",GHY,0.00176
"3,25",JLS,0.0
"3,25",IVH,0.0
"3,25",AIF,0.0
"3,25",HYB,0.2624
"3,25",EIC,0.0
"3,24",HYI,0.00034
"3,24",OPP,0.00034
"3,24",MCR,0.00034
"3,24",CIK,0.00034
"3,24",NHS,0.13034
"3,24",HIO,0.0
"3,24",MPV,0.0
"3,24",DHY,0.0
"3,24",MCI,0.0
"3,24",AWF,0.0
"3,24",DHF,0.0
"3,24",BGH,0.0
"3,24",EAD,0.11
"3,24",RA,0.0
"3,24",KIO,0.01
"3,24",ISD,0.30201
"3,24",VLT,0.01201
"3,24",FSD,0.16436
"3,24",GHY,0.0
"3,24",JLS,0.0
"3,24",IVH,0.0
"3,24",AIF,0.0
"3,24",HYB,0.26989
"3,24",EIC,0.0
"3,23",OPP,0.00015
"3,23",MCR,0.00015
"3,23",CIK,0.00015
"3,23",NHS,0.18015
"3,23",HIO,0.0
"3,23",MPV,0.0
"3,23",DHY,0.02
"3,23",MCI,0.0
"3,23",AWF,0.0
"3,23",DHF,0.0
"3,23",BGH,0.0
"3,23",EAD,0.1
"3,23",RA,0.0
"3,23",KIO,0.0
"3,23",ISD,0.23055
"3,23",VLT,0.0
"3,23",FSD,0.10743
"3,23",GHY,0.0
"3,23",JLS,0.0
"3,23",IVH,0.0
"3,23",AIF,0.0
"3,23",HYB,0.36141
"3,23",EIC,0.0
"3,22",MCR,0.00102
"3,22",CIK,0.00102
"3,22",NHS,0.15602
"3,22",HIO,0.01935
"3,22",MPV,0.00114
"3,22",DHY,0.03114
"3,22",MCI,0.0
"3,22",AWF,0.0
"3,22",DHF,0.0
"3,22",BGH,0.0
"3,22",EAD,0.09967
"3,22",RA,0.0
"3,22",KIO,0.0
"3,22",ISD,0.28345
"3,22",VLT,0.00131
"3,22",FSD,0.08808
"3,22",GHY,0.0
"3,22",JLS,0.0
"3,22",IVH,0.0
"3,22",AIF,0.0
"3,22",HYB,0.3178
"3,22",EIC,0.0
"3,21",CIK,0.00423
"3,21",NHS,0.17423
"3,21",HIO,0.00244
"3,21",MPV,0.0
"3,21",DHY,0.0266
"3,21",MCI,0.0
"3,21",AWF,0.0
"3,21",DHF,0.0
"3,21",BGH,0.0
"3,21",EAD,0.11285
"3,21",RA,0.0
"3,21",KIO,0.0
"3,21",ISD,0.22782
"3,21",VLT,0.0
"3,21",FSD,0.09491
"3,21",GHY,0.00224
"3,21",JLS,0.0
"3,21",IVH,0.0
"3,21",AIF,0.0
"3,21",HYB,0.35467
"3,21",EIC,0.0
"4,39",CIK,0.0601
"4,39",EHI,0.0001
"4,39",OPP,0.0001
"4,39",MPV,0.0501
"4,39",HNW,0.0001
"4,39",HYI,0.0001
"4,39",PHT,0.0001
"4,39",GHY,0.0001
"4,39",EAD,0.0101
"4,39",MCR,0.0001
"4,39",JHB,0.0001
"4,39",FSD,0.0001
"4,39",BGIO,0.0001
"4,39",IHTA,0.0001
"4,39",DHY,0.0001
"4,39",NHS,0.0001
"4,39",VLT,0.0001
"4,39",IVH,0.0001
"4,39",BGH,0.0001
"4,39",AWF,0.0001
"4,39",RA,0.0001
"4,39",MCI,0.0001
"4,39",DHF,0.0001
"4,39",HIX,0.0001
"4,39",HIO,0.0001
"4,39",GGM,0.0001
"4,39",JHAA,0.0001
"4,39",JLS,0.0001
"4,39",DMO,0.0001
"4,39",ISD,0.0001
"4,39",EHT,0.0001
"4,39",EIC,0.0001
"4,39",JCO,0.0001
"4,39",HYT,0.0001
"4,39",HYB,0.0001
"4,39",AIF,0.0001
"4,39",IHIT,0.0001
"4,39",KIO,0.66064
"4,39",CIF,0.21564
"4,38",CIF,0.14019
"4,38",EHT,0.0
"4,38",JCO,0.0
"4,38",BGIO,0.0
"4,38",JHB,0.0
"4,38",IHTA,0.0
"4,38",DMO,0.0
"4,38",HYT,0.06
"4,38",HNW,0.0
"4,38",JHAA,0.0
"4,38",IHIT,0.0
"4,38",HIX,0.0
"4,38",EHI,0.0
"4,38",PHT,0.0
"4,38",HYI,0.0
"4,38",OPP,0.0
"4,38",MCR,0.0
"4,38",CIK,0.0
"4,38",NHS,0.12
"4,38",HIO,0.0
"4,38",MPV,0.0
"4,38",DHY,0.0
"4,38",MCI,0.0
"4,38",AWF,0.0
"4,38",DHF,0.0
"4,38",BGH,0.0
"4,38",EAD,0.0
"4,38",RA,0.0
"4,38",KIO,0.0
"4,38",ISD,0.0
"4,38",VLT,0.0
"4,38",FSD,0.0
"4,38",GHY,0.0
"4,38",JLS,0.0
"4,38",IVH,0.0
"4,38",AIF,0.0
"4,38",HYB,0.67518
"4,38",EIC,0.00463
"4,37",EHT,0.00015
"4,37",JCO,0.00015
"4,37",BGIO,0.00015
"4,37",JHB,0.00015
"4,37",IHTA,0.00015
"4,37",DMO,0.00015
"4,37",HYT,0.00015
"4,37",HNW,0.00015
"4,37",JHAA,0.00015
"4,37",IHIT,0.00015
"4,37",HIX,0.00015
"4,37",EHI,0.00015
"4,37",PHT,0.00015
"4,37",HYI,0.00015
"4,37",OPP,0.00015
"4,37",MCR,0.00015
"4,37",CIK,0.00015
"4,37",NHS,0.00015
"4,37",HIO,0.00015
"4,37",MPV,0.00015
"4,37",DHY,0.00015
"4,37",MCI,0.00015
"4,37",AWF,0.00015
"4,37",DHF,0.00015
"4,37",BGH,0.00015
"4,37",EAD,0.00015
"4,37",RA,0.00015
"4,37",KIO,0.00015
"4,37",ISD,0.00015
"4,37",VLT,0.00015
"4,37",FSD,0.00015
"4,37",GHY,0.00015
"4,37",JLS,0.00015
"4,37",IVH,0.00015
"4,37",AIF,0.00015
"4,37",HYB,0.98758
"4,37",EIC,0.00703
"4,36",JCO,0.00011
"4,36",BGIO,0.00011
"4,36",JHB,0.00011
"4,36",IHTA,0.00011
"4,36",DMO,0.00011
"4,36",HYT,0.00011
"4,36",HNW,0.00011
"4,36",JHAA,0.00011
"4,36",IHIT,0.00011
"4,36",HIX,0.00011
"4,36",EHI,0.00011
"4,36",PHT,0.00011
"4,36",HYI,0.00011
"4,36",OPP,0.00011
"4,36",MCR,0.00011
"4,36",CIK,0.00011
"4,36",NHS,0.00011
"4,36",HIO,0.00011
"4,36",MPV,0.00011
"4,36",DHY,0.00011
"4,36",MCI,0.00011
"4,36",AWF,0.00011
"4,36",DHF,0.00011
"4,36",BGH,0.00011
"4,36",EAD,0.00011
"4,36",RA,0.00011
"4,36",KIO,0.00011
"4,36",ISD,0.00011
"4,36",VLT,0.00011
"4,36",FSD,0.00011
"4,36",GHY,0.00011
"4,36",JLS,0.00011
"4,36",IVH,0.00011
"4,36",AIF,0.00011
"4,36",HYB,0.98835
"4,36",EIC,0.00778
"4,35",BGIO,7e-05
"4,35",JHB,7e-05
"4,35",IHTA,7e-05
"4,35",DMO,7e-05
"4,35",HYT,7e-05
"4,35",HNW,7e-05
"4,35",JHAA,7e-05
"4,35",IHIT,7e-05
"4,35",HIX,7e-05
"4,35",EHI,7e-05
"4,35",PHT,7e-05
"4,35",HYI,7e-05
"4,35",OPP,7e-05
"4,35",MCR,7e-05
"4,35",CIK,7e-05
"4,35",NHS,7e-05
"4,35",HIO,7e-05
"4,35",MPV,7e-05
"4,35",DHY,7e-05
"4,35",MCI,7e-05
"4,35",AWF,7e-05
"4,35",DHF,7e-05
"4,35",BGH,7e-05
"4,35",EAD,7e-05
"4,35",RA,7e-05
"4,35",KIO,7e-05
"4,35",ISD,7e-05
"4,35",VLT,7e-05
"4,35",FSD,7e-05
"4,35",GHY,7e-05
"4,35",JLS,7e-05
"4,35",IVH,7e-05
"4,35",AIF,7e-05
"4,35",HYB,0.98916
"4,35",EIC,0.00857
"4,34",JHB,2e-05
"4,34",IHTA,2e-05
"4,34",DMO,2e-05
"4,34",HYT,2e-05
"4,34",HNW,2e-05
"4,34",JHAA,2e-05
"4,34",IHIT,2e-05
"4,34",HIX,2e-05
"4,34",EHI,2e-05
"4,34",PHT,2e-05
"4,34",HYI,2e-05
"4,34",OPP,2e-05
"4,34",MCR,2e-05
"4,34",CIK,2e-05
"4,34",NHS,2e-05
"4,34",HIO,2e-05
"4,34",MPV,2e-05
"4,34",DHY,2e-05
"4,34",MCI,2e-05
"4,34",AWF,2e-05
"4,34",DHF,2e-05
"4,34",BGH,2e-05
"4,34",EAD,2e-05
"4,34",RA,2e-05
"4,34",KIO,2e-05
"4,34",ISD,2e-05
"4,34",VLT,2e-05
"4,34",FSD,2e-05
"4,34",GHY,2e-05
"4,34",JLS,2e-05
"4,34",IVH,2e-05
"4,34",AIF,2e-05
"4,34",HYB,0.99002
"4,34",EIC,0.00941
"4,33",IHTA,0.00027
"4,33",DMO,0.00027
"4,33",HYT,0.00027
"4,33",HNW,0.00027
"4,33",JHAA,0.00027
"4,33",IHIT,0.00027
"4,33",HIX,0.00027
"4,33",EHI,0.00027
"4,33",PHT,0.00027
"4,33",HYI,0.00027
"4,33",OPP,0.00027
"4,33",MCR,0.00027
"4,33",CIK,0.00027
"4,33",NHS,0.00027
"4,33",HIO,0.00027
"4,33",MPV,0.00027
"4,33",DHY,0.00027
"4,33",MCI,0.00027
"4,33",AWF,0.00027
"4,33",DHF,0.00027
"4,33",BGH,0.00027
"4,33",EAD,0.00027
"4,33",RA,0.00027
"4,33",KIO,0.00027
"4,33",ISD,0.00027
"4,33",VLT,0.00027
"4,33",FSD,0.00027
"4,33",GHY,0.00027
"4,33",JLS,0.00027
"4,33",IVH,0.00027
"4,33",AIF,0.00027
"4,33",HYB,0.99124
"4,33",EIC,0.0003
"4,32",DMO,0.00022
"4,32",HYT,0.00022
"4,32",HNW,0.00022
"4,32",JHAA,0.00022
"4,32",IHIT,0.00022
"4,32",HIX,0.00022
"4,32",EHI,0.00022
"4,32",PHT,0.00022
"4,32",HYI,0.00022
"4,32",OPP,0.00022
"4,32",MCR,0.00022
"4,32",CIK,0.00022
"4,32",NHS,0.00022
"4,32",HIO,0.00022
"4,32",MPV,0.00022
"4,32",DHY,0.00022
"4,32",MCI,0.00022
"4,32",AWF,0.00022
"4,32",DHF,0.00022
"4,32",BGH,0.00022
"4,32",EAD,0.00022
"4,32",RA,0.00022
"4,32",KIO,0.00022
"4,32",ISD,0.00022
"4,32",VLT,0.00022
"4,32",FSD,0.00022
"4,32",GHY,0.00022
"4,32",JLS,0.00022
"4,32",IVH,0.00022
"4,32",AIF,0.00022
"4,32",HYB,0.99222
"4,32",EIC,0.00125
"4,31",HYT,0.20015
"4,31",HNW,0.00015
"4,31",JHAA,0.00015
"4,31",IHIT,0.00015
"4,31",HIX,0.00015
"4,31",EHI,0.00015
"4,31",PHT,0.00015
"4,31",HYI,0.00015
"4,31",OPP,0.00015
"4,31",MCR,0.00015
"4,31",CIK,0.00015
"4,31",NHS,0.23015
"4,31",HIO,0.00015
"4,31",MPV,0.00015
"4,31",DHY,0.00015
"4,31",MCI,0.00015
"4,31",AWF,0.00015
"4,31",DHF,0.00015
"4,31",BGH,0.00015
"4,31",EAD,0.11015
"4,31",RA,0.00015
"4,31",KIO,0.00015
"4,31",ISD,0.00015
"4,31",VLT,0.00015
"4,31",FSD,0.03015
"4,31",GHY,0.00015
"4,31",JLS,0.00015
"4,31",IVH,0.00015
"4,31",AIF,0.00015
"4,31",HYB,0.42326
"4,31",EIC,0.00226
"4,30",HNW,8e-05
"4,30",JHAA,8e-05
"4,30",IHIT,8e-05
"4,30",HIX,8e-05
"4,30",EHI,8e-05
"4,30",PHT,8e-05
"4,30",HYI,8e-05
"4,30",OPP,8e-05
"4,30",MCR,8e-05
"4,30",CIK,8e-05
"4,30",NHS,8e-05
"4,30",HIO,8e-05
"4,30",MPV,8e-05
"4,30",DHY,8e-05
"4,30",MCI,8e-05
"4,30",AWF,8e-05
"4,30",DHF,8e-05
"4,30",BGH,8e-05
"4,30",EAD,8e-05
"4,30",RA,8e-05
